objective_value,dual_bound,solution,time,termination,nodes,time_limit
0.8739215069684301,0.8739215069684301,"[7.477381962160286, 0.0, 4.860861146496821, -16.023526143167604, 4.959984944574651, 0.0, -0.0, -14.716139568742832, 3.2148950476847666, -0.0, -0.0, -0.0, 2.504309470368733, 6.007249575350338, 6.007249575350338, 8.39000000000005, 0.0, -0.0, 0.0, 0.0, 5.064375661482099, 45.514009774517476, 0.0, 1.758177444106789, 0.8739215069684301, -0.0, -22.809833310204972, 2.6784818505075263, 6.007249575350338, -2.2815030940671246, 0.0, 43.59898531199754, 0.0, 14.716139568742832, 0.0, -0.0, 5.064375661482099, -5.064375661482099, 1.4969837572615647, 0.0, 1.4969837572615647, 1.1814980932459613, 7.477381962160286, 0.0, 0.0, 0.0, 22.809833310204972, 0.0, 0.0, -0.0, -0.0, -10.0, -0.0, -0.0, 17.530865429786726, 29.175827135565797, -0.0, -0.0, -4.765319193197455, -21.79949265599877, -3.2148950476847666, 0.0, 0.0, 7.477381962160286, 0.0, 0.0, 0.0, 0.0, 0.0, 5.064375661482099, 0.0, 4.959984944574651, 16.023526143167604, 10.0, 0.22346172933182756, 0.0, -4.541857463865628, 0.0, 0.0, 0.0, 4.959984944574651, -29.175827135565797, 6.007249575350338, 0.0, 0.0, 0.0, 0.0, 5.064375661482099, 0.0, 0.0, 38.53460965051544, 0.0, 4.765319193197455, 21.79949265599877, 9.28253259916662, 1.0, 1.0, 1.0, 0.0, 1.0, -0.0, -0.0, 0.0, 1.0, -0.0, -0.0, -0.0, 1.0, 1.0, 1.0, 1.0, 0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, -0.0, 1.0, 1.0, -0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 1.0, -0.0, 0.0, 0.0, 0.0, -0.0, 1.0, 0.0, 1.0, 0.0, -0.0, 0.0, -0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, -2.0000000000088143, -1.0, -1.0, 1.0, -1000.000000000022, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -6.0, -1.0, -1.0, -1.0, 5.000000000000035, 1.0, 1.0, 1.0000000000003575, -1.0, -0.9999999999999472, -1.0, -2.9999999999962554, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -2.5000000000000098, 1.0, -1.000000000000031, 1.0, -1.0, -500.08333333332035, -1.0, -1.0, -1.0, -1.0, 0.9999999999999976, 250.74999999999432, 251.24999999999443, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -3.000000000000049, 1.0, 1.000000000000003, 1.9999999999999516, 1.0, 1.0, -1.0, 1.0, -494.08333333334366, 1.0, 1.0, 1.0000000000000675, 1.0, -1.0, 1.0, -498.0833333333405, -1.0, 499.0833333333335, -1.0, -1.0, -1.0]",0.053005,OPTIMAL,1,600
