objective_fba,vars_fba,time_fba,termination_fba
0.8739215069684304,7.477381962160283,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,4.860861146496816,0.004801,OPTIMAL
0.8739215069684304,-16.0235261431676,0.004801,OPTIMAL
0.8739215069684304,4.959984944574655,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,-0.0,0.004801,OPTIMAL
0.8739215069684304,-14.716139568742829,0.004801,OPTIMAL
0.8739215069684304,3.214895047684761,0.004801,OPTIMAL
0.8739215069684304,-0.0,0.004801,OPTIMAL
0.8739215069684304,-0.0,0.004801,OPTIMAL
0.8739215069684304,-0.0,0.004801,OPTIMAL
0.8739215069684304,2.504309470368734,0.004801,OPTIMAL
0.8739215069684304,6.007249575350333,0.004801,OPTIMAL
0.8739215069684304,6.007249575350333,0.004801,OPTIMAL
0.8739215069684304,8.39,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,-0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,5.064375661482094,0.004801,OPTIMAL
0.8739215069684304,45.51400977451745,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,1.7581774441067832,0.004801,OPTIMAL
0.8739215069684304,0.8739215069684304,0.004801,OPTIMAL
0.8739215069684304,-0.0,0.004801,OPTIMAL
0.8739215069684304,-22.809833310204965,0.004801,OPTIMAL
0.8739215069684304,2.678481850507529,0.004801,OPTIMAL
0.8739215069684304,6.007249575350333,0.004801,OPTIMAL
0.8739215069684304,-2.2815030940671264,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,43.598985311997524,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,14.716139568742829,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,-0.0,0.004801,OPTIMAL
0.8739215069684304,5.064375661482094,0.004801,OPTIMAL
0.8739215069684304,-5.064375661482094,0.004801,OPTIMAL
0.8739215069684304,1.4969837572615663,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,1.4969837572615663,0.004801,OPTIMAL
0.8739215069684304,1.1814980932459627,0.004801,OPTIMAL
0.8739215069684304,7.477381962160283,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,22.809833310204965,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,-0.0,0.004801,OPTIMAL
0.8739215069684304,-0.0,0.004801,OPTIMAL
0.8739215069684304,-10.0,0.004801,OPTIMAL
0.8739215069684304,-0.0,0.004801,OPTIMAL
0.8739215069684304,-0.0,0.004801,OPTIMAL
0.8739215069684304,17.530865429786786,0.004801,OPTIMAL
0.8739215069684304,29.17582713556579,0.004801,OPTIMAL
0.8739215069684304,-0.0,0.004801,OPTIMAL
0.8739215069684304,-0.0,0.004801,OPTIMAL
0.8739215069684304,-4.765319193197457,0.004801,OPTIMAL
0.8739215069684304,-21.799492655998762,0.004801,OPTIMAL
0.8739215069684304,-3.214895047684761,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,7.477381962160283,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,5.064375661482094,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,4.959984944574655,0.004801,OPTIMAL
0.8739215069684304,16.0235261431676,0.004801,OPTIMAL
0.8739215069684304,10.0,0.004801,OPTIMAL
0.8739215069684304,0.22346172933182765,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,-4.54185746386563,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,4.959984944574655,0.004801,OPTIMAL
0.8739215069684304,-29.17582713556579,0.004801,OPTIMAL
0.8739215069684304,6.007249575350333,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,5.064375661482094,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,38.53460965051543,0.004801,OPTIMAL
0.8739215069684304,0.0,0.004801,OPTIMAL
0.8739215069684304,4.765319193197457,0.004801,OPTIMAL
0.8739215069684304,21.799492655998762,0.004801,OPTIMAL
0.8739215069684304,9.282532599166617,0.004801,OPTIMAL
