objective_value,dual_bound,solution,time,termination,nodes,num_blocked_cycles,ceiling,time_limit,shortest_cycles,nullspace_formulation,block_limit
0.02678044280146711,0.02678044280146711,0.009144182194560944,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.034229797892894424,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.07981645850593463,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,1.8050018448188826e-5,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0005058290036341105,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.8,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0027771319185121387,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,2.356531343241181,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,5.4176835787367935e-5,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.024393341251915224,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,2.046025830032087e-5,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0006325540589706529,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0006341876659815415,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.011155768375150345,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,1.339022140073355e-5,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,1.339022140073355e-5,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.012718139408187936,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.016100402212244156,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.008513502766586394,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0004335753689557491,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.02560636140860799,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.034337133907642696,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.016100402212244156,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0001269392988789541,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.17181243922762346,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-4.2499788187158235e-15,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.002387744280178807,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.008889875109717832,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.013421661640582094,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.017813011529395843,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.008889875109717832,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00043357536895575235,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00043357536895575235,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.016100402212244156,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,1.8050018448188826e-5,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.002387744280178807,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0006325540589706529,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0002710180811508471,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.01301797324579316,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.016198793559094232,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0005780558578696674,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.013421661640582094,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0010117115681538243,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.013421661640582094,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,1.339022140073355e-5,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,1.339022140073355e-5,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,1.339022140073355e-5,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.034337133907642696,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0036930230623223145,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,5.4176835787367935e-5,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,1.339022140073355e-5,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.015053286898704664,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,6.346964943947703e-5,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00037942531361118587,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.00012693929887895407,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0005058290036341105,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0003612681733917912,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,-0.01301797324579316,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.016266949786024353,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0015913474721487813,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0005765829335155868,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.0,9.104716,OPTIMAL,90,7,50,1800,true,false,100
0.02678044280146711,0.02678044280146711,0.001665743542251254,9.104716,OPTIMAL,90,7,50,1800,true,false,100
