objective_value,dual_bound,solution,time,termination,nodes,num_blocked_cycles
0.026780442800783625,0.026780442800783625,0.009144182194327567,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0342297978920208,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,-0.07981645850389489,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,1.805001844772816e-5,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.000505829003621201,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.8,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0027771319184412614,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,2.356531343239694,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,5.417683578598525e-5,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,-0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,-0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,-0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,-0.02439334125128882,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,-0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,-0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,2.0460258299798685e-5,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.000632554058954509,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0006341876659653569,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.01115576837486563,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.00012693929887571436,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,1.3390221400391808e-5,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,-0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0,25.862389,OPTIMAL,1447,100
0.026780442800783625,0.026780442800783625,0.0,25.862389,OPTIMAL,1447,100
