objective_loopless_moma,vars_loopless_moma,time_loopless_moma,termination_loopless_moma
-91.91285001529269,-0.0,600.000028,TIME_LIMIT
-91.91285001529269,0.05713843515473695,600.000028,TIME_LIMIT
-91.91285001529269,-0.09095979416696699,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,-2.880266494370731e-21,600.000028,TIME_LIMIT
-91.91285001529269,-8.071583612117857e-20,600.000028,TIME_LIMIT
-91.91285001529269,0.8,600.000028,TIME_LIMIT
-91.91285001529269,-4.431507944603038e-19,600.000028,TIME_LIMIT
-91.91285001529269,0.021471599225964883,600.000028,TIME_LIMIT
-91.91285001529269,2.367321022917047,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,-8.645072875537072e-21,600.000028,TIME_LIMIT
-91.91285001529269,0.000803255967621542,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,-0.0,600.000028,TIME_LIMIT
-91.91285001529269,-0.0,600.000028,TIME_LIMIT
-91.91285001529269,7.800868679771148e-16,600.000028,TIME_LIMIT
-91.91285001529269,0.016726587533241608,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,9.964804035992588e-9,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,0.002171811966097483,600.000028,TIME_LIMIT
-91.91285001529269,-5.946463283985997e-21,600.000028,TIME_LIMIT
-91.91285001529269,-1.8492914365176413e-19,600.000028,TIME_LIMIT
-91.91285001529269,-3.0634265173797355e-18,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,-1.7828233331298996e-18,600.000028,TIME_LIMIT
-91.91285001529269,-2.0255880093942528e-20,600.000028,TIME_LIMIT
-91.91285001529269,-2.136696212441195e-21,600.000028,TIME_LIMIT
-91.91285001529269,0.035445260473328376,600.000028,TIME_LIMIT
-91.91285001529269,-0.0,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,0.0025124829279835124,600.000028,TIME_LIMIT
-91.91285001529269,9.89760129244572e-9,600.000028,TIME_LIMIT
-91.91285001529269,-2.136696212441195e-21,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,-2.029451497914092e-18,600.000028,TIME_LIMIT
-91.91285001529269,-2.0255880093942528e-20,600.000028,TIME_LIMIT
-91.91285001529269,-0.000803255967621542,600.000028,TIME_LIMIT
-91.91285001529269,9.823771763396025e-9,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,0.007054444781359472,600.000028,TIME_LIMIT
-91.91285001529269,-2.0255880093942528e-20,600.000028,TIME_LIMIT
-91.91285001529269,-2.0255880093942528e-20,600.000028,TIME_LIMIT
-91.91285001529269,0.025915360782435528,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,0.0336132283857504,600.000028,TIME_LIMIT
-91.91285001529269,0.051653976844995446,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,-9.964804035992588e-9,600.000028,TIME_LIMIT
-91.91285001529269,0.031279118520289646,600.000028,TIME_LIMIT
-91.91285001529269,0.025915360782435528,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,0.05006068277108582,600.000028,TIME_LIMIT
-91.91285001529269,-9.823771763396025e-9,600.000028,TIME_LIMIT
-91.91285001529269,-0.0,600.000028,TIME_LIMIT
-91.91285001529269,0.20576871551234804,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,-0.014191839250395112,600.000028,TIME_LIMIT
-91.91285001529269,0.016806614192881087,600.000028,TIME_LIMIT
-91.91285001529269,-0.0,600.000028,TIME_LIMIT
-91.91285001529269,-0.010746574233176778,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,-0.0,600.000028,TIME_LIMIT
-91.91285001529269,-5.489988977598646e-19,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,-2.0255880093942528e-20,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,-5.082226662488387e-16,600.000028,TIME_LIMIT
-91.91285001529269,-2.0255880093942528e-20,600.000028,TIME_LIMIT
-91.91285001529269,-0.0,600.000028,TIME_LIMIT
-91.91285001529269,0.026802970911490653,600.000028,TIME_LIMIT
-91.91285001529269,-5.119215739644367e-16,600.000028,TIME_LIMIT
-91.91285001529269,9.985597545016428e-9,600.000028,TIME_LIMIT
-91.91285001529269,-5.082226662488387e-16,600.000028,TIME_LIMIT
-91.91285001529269,0.053736819323237754,600.000028,TIME_LIMIT
-91.91285001529269,-6.918622335884589e-20,600.000028,TIME_LIMIT
-91.91285001529269,-6.918622335884589e-20,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,-2.0255880093942528e-20,600.000028,TIME_LIMIT
-91.91285001529269,0.053736819323237754,600.000028,TIME_LIMIT
-91.91285001529269,-2.0255880093942528e-20,600.000028,TIME_LIMIT
-91.91285001529269,9.985597546399725e-9,600.000028,TIME_LIMIT
-91.91285001529269,-9.823771763396025e-9,600.000028,TIME_LIMIT
-91.91285001529269,-2.880266494370731e-21,600.000028,TIME_LIMIT
-91.91285001529269,-5.489988977598646e-19,600.000028,TIME_LIMIT
-91.91285001529269,-2.0255880093942528e-20,600.000028,TIME_LIMIT
-91.91285001529269,1.8492914365176413e-19,600.000028,TIME_LIMIT
-91.91285001529269,-4.324673133980979e-20,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,0.007054444781359471,600.000028,TIME_LIMIT
-91.91285001529269,-2.0255880093942528e-20,600.000028,TIME_LIMIT
-91.91285001529269,-2.0255880093942528e-20,600.000028,TIME_LIMIT
-91.91285001529269,-2.0255880093942528e-20,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,-2.0255880093942528e-20,600.000028,TIME_LIMIT
-91.91285001529269,-5.123647247588965e-16,600.000028,TIME_LIMIT
-91.91285001529269,-9.224117549108638e-20,600.000028,TIME_LIMIT
-91.91285001529269,-5.119215739644367e-16,600.000028,TIME_LIMIT
-91.91285001529269,-1.6144021902720692e-19,600.000028,TIME_LIMIT
-91.91285001529269,5.119215739644367e-16,600.000028,TIME_LIMIT
-91.91285001529269,-2.136696212441195e-21,600.000028,TIME_LIMIT
-91.91285001529269,-2.136696212441195e-21,600.000028,TIME_LIMIT
-91.91285001529269,-0.0,600.000028,TIME_LIMIT
-91.91285001529269,-2.136696212441195e-21,600.000028,TIME_LIMIT
-91.91285001529269,0.05006068277108582,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
-91.91285001529269,-9.664254824854317e-9,600.000028,TIME_LIMIT
-91.91285001529269,2.943431140726351e-8,600.000028,TIME_LIMIT
-91.91285001529269,0.0,600.000028,TIME_LIMIT
