objective_value,dual_bound,solution,time,termination
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,-0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,-1.3631165238627995e-12,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,-4.547473508864641e-13,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,-9.088132621861854e-13,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,-2.897275714934775e-12,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,-0.0,600.002489,TIME_LIMIT
0.0,0.8769972119265915,0.0,600.002489,TIME_LIMIT
