presolving:
(round 1, fast)       1299 del vars, 9250 del conss, 0 add conss, 8312 chg bounds, 0 chg sides, 22 chg coeffs, 0 upgd conss, 185 impls, 0 clqs
(round 2, fast)       2230 del vars, 10622 del conss, 0 add conss, 8610 chg bounds, 3 chg sides, 154 chg coeffs, 0 upgd conss, 190 impls, 0 clqs
(round 3, fast)       2625 del vars, 10863 del conss, 0 add conss, 8673 chg bounds, 22 chg sides, 214 chg coeffs, 0 upgd conss, 190 impls, 0 clqs
(round 4, fast)       2722 del vars, 10894 del conss, 0 add conss, 8698 chg bounds, 23 chg sides, 267 chg coeffs, 0 upgd conss, 190 impls, 0 clqs
(round 5, fast)       2727 del vars, 10894 del conss, 0 add conss, 8706 chg bounds, 54 chg sides, 280 chg coeffs, 0 upgd conss, 190 impls, 0 clqs
   (0.1s) running MILP presolver
   (0.3s) MILP presolver (29 rounds): 2667 aggregations, 605 fixings, 43 bound changes
(round 6, medium)     5999 del vars, 19063 del conss, 3174 add conss, 8749 chg bounds, 58 chg sides, 280 chg coeffs, 0 upgd conss, 190 impls, 0 clqs
(round 7, fast)       6004 del vars, 19067 del conss, 3174 add conss, 8761 chg bounds, 60 chg sides, 304 chg coeffs, 0 upgd conss, 223 impls, 0 clqs
(round 8, exhaustive) 6004 del vars, 19071 del conss, 3174 add conss, 8771 chg bounds, 61 chg sides, 321 chg coeffs, 0 upgd conss, 223 impls, 0 clqs
(round 9, exhaustive) 6004 del vars, 19071 del conss, 3174 add conss, 8771 chg bounds, 61 chg sides, 321 chg coeffs, 1380 upgd conss, 223 impls, 0 clqs
   (0.3s) sparsify finished: 288/15968 (1.8%) nonzeros canceled - in total 288 canceled nonzeros, 309 changed coefficients, 0 added nonzeros
(round 10, exhaustive) 6004 del vars, 19071 del conss, 3174 add conss, 8771 chg bounds, 61 chg sides, 630 chg coeffs, 1380 upgd conss, 1920 impls, 0 clqs
(round 11, fast)       6010 del vars, 19078 del conss, 3174 add conss, 8780 chg bounds, 61 chg sides, 630 chg coeffs, 1380 upgd conss, 1922 impls, 0 clqs
(round 12, fast)       6012 del vars, 19083 del conss, 3174 add conss, 8784 chg bounds, 61 chg sides, 634 chg coeffs, 1380 upgd conss, 1929 impls, 0 clqs
   (0.3s) sparsify finished: 26/15617 (0.2%) nonzeros canceled - in total 314 canceled nonzeros, 352 changed coefficients, 0 added nonzeros
   (0.4s) probing: 1000/1512 (66.1%) - 0 fixings, 0 aggregations, 2925 implications, 0 bound changes
   (0.4s) probing: 1001/1512 (66.2%) - 0 fixings, 0 aggregations, 2925 implications, 0 bound changes
   (0.4s) probing aborted: 1000/1000 successive useless probings
   (0.5s) dualsparsify: 926 nonzeros canceled
(round 13, exhaustive) 6012 del vars, 19083 del conss, 3174 add conss, 8784 chg bounds, 61 chg sides, 2190 chg coeffs, 1380 upgd conss, 4854 impls, 0 clqs
(round 14, fast)       6013 del vars, 19104 del conss, 3191 add conss, 8831 chg bounds, 61 chg sides, 2190 chg coeffs, 1380 upgd conss, 4857 impls, 0 clqs
(round 15, fast)       6035 del vars, 19104 del conss, 3191 add conss, 8835 chg bounds, 61 chg sides, 2192 chg coeffs, 1380 upgd conss, 4857 impls, 0 clqs
(round 16, exhaustive) 6035 del vars, 19104 del conss, 3191 add conss, 8835 chg bounds, 61 chg sides, 2196 chg coeffs, 1401 upgd conss, 4857 impls, 0 clqs
   (0.5s) sparsify finished: 4/14651 (0.0%) nonzeros canceled - in total 318 canceled nonzeros, 357 changed coefficients, 0 added nonzeros
   (0.5s) probing: 1101/1512 (72.8%) - 0 fixings, 0 aggregations, 3168 implications, 0 bound changes
   (0.5s) probing aborted: 1000/1000 successive useless probings
   (0.5s) dualsparsify: 66 nonzeros canceled
(round 17, exhaustive) 6037 del vars, 19104 del conss, 3191 add conss, 8835 chg bounds, 61 chg sides, 2280 chg coeffs, 1401 upgd conss, 5134 impls, 0 clqs
   (0.5s) dualsparsify: 12 nonzeros canceled
   (0.5s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (0.5s) symmetry computation finished: 60 generators found (max: 1500, log10 of symmetry group size: 22.1) (symcode time: 0.01)
(round 18, exhaustive) 6037 del vars, 19106 del conss, 3237 add conss, 8835 chg bounds, 61 chg sides, 2297 chg coeffs, 1401 upgd conss, 5134 impls, 0 clqs
presolving (19 rounds: 19 fast, 9 medium, 8 exhaustive):
 6051 deleted vars, 19118 deleted constraints, 3237 added constraints, 8835 tightened bounds, 0 added holes, 61 changed sides, 2297 changed coefficients
 5134 implications, 0 cliques
presolved problem has 3281 variables (1502 bin, 0 int, 0 impl, 1779 cont) and 3182 constraints
   1372 constraints of type <varbound>
   1768 constraints of type <linear>
     42 constraints of type <orbitope>
Presolving Time: 0.55

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  214s|  4500 |  2894 |  1264k| 271.4 |   119M | 167 |3281 |3238 |3164 |1811 |  1 | 201 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  216s|  4600 |  2962 |  1281k| 269.2 |   120M | 167 |3281 |3245 |3164 |1944 |  1 | 209 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  218s|  4700 |  3042 |  1291k| 265.7 |   121M | 167 |3281 |3244 |3164 |1977 |  1 | 209 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  220s|  4800 |  3110 |  1308k| 263.7 |   122M | 167 |3281 |3246 |3183 |2057 |  2 | 211 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  222s|  4900 |  3172 |  1324k| 261.5 |   122M | 167 |3281 |3251 |3180 |2094 |  1 | 216 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  225s|  5000 |  3238 |  1344k| 260.2 |   123M | 167 |3281 |3262 |3180 |2220 |  2 | 227 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  227s|  5100 |  3298 |  1359k| 258.2 |   123M | 167 |3281 |3268 |3174 |2286 |  1 | 233 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  233s|  5200 |  3352 |  1409k| 262.9 |   124M | 167 |3281 |3274 |3156 |2331 |  1 | 239 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  234s|  5300 |  3418 |  1418k| 259.6 |   124M | 167 |3281 |3276 |3163 |2394 |  1 | 241 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  235s|  5400 |  3492 |  1427k| 256.4 |   124M | 167 |3281 |3281 |   0 |2434 |  0 | 246 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  238s|  5500 |  3556 |  1448k| 255.5 |   126M | 167 |3281 |3288 |3178 |2498 |  1 | 253 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  240s|  5600 |  3636 |  1463k| 253.7 |   128M | 167 |3281 |3298 |3184 |2554 |  2 | 263 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  242s|  5700 |  3696 |  1476k| 251.5 |   128M | 167 |3281 |3300 |3183 |2619 |  1 | 265 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  244s|  5800 |  3772 |  1488k| 249.2 |   128M | 167 |3281 |3302 |3206 |2671 |  1 | 267 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  245s|  5900 |  3848 |  1497k| 246.5 |   128M | 167 |3281 |3304 |3200 |2703 |  1 | 269 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  246s|  6000 |  3926 |  1510k| 244.6 |   128M | 167 |3281 |3309 |3202 |2739 |  2 | 275 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  249s|  6100 |  4008 |  1526k| 243.2 |   128M | 167 |3281 |3313 |3188 |2771 |  0 | 279 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  250s|  6200 |  4084 |  1536k| 240.9 |   128M | 167 |3281 |3313 |3201 |2815 |  0 | 279 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  253s|  6300 |  4156 |  1554k| 240.0 |   128M | 167 |3281 |3313 |3192 |2843 |  0 | 279 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  254s|  6400 |  4234 |  1564k| 237.7 |   128M | 167 |3281 |3313 |3194 |2864 |  1 | 279 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  256s|  6500 |  4314 |  1579k| 236.4 |   128M | 167 |3281 |3321 |3189 |2895 |  1 | 287 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  257s|  6600 |  4388 |  1588k| 234.1 |   128M | 167 |3281 |3322 |3188 |2912 |  1 | 289 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  258s|  6700 |  4466 |  1595k| 231.8 |   128M | 167 |3281 |3321 |3186 |2926 |  1 | 289 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  259s|  6800 |  4540 |  1604k| 229.6 |   129M | 167 |3281 |3323 |3190 |2942 |  1 | 291 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  261s|  6900 |  4620 |  1619k| 228.5 |   129M | 167 |3281 |3323 |3183 |2959 |  1 | 291 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  263s|  7000 |  4692 |  1630k| 226.8 |   129M | 167 |3281 |3327 |3190 |2981 |  2 | 295 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  264s|  7100 |  4768 |  1638k| 224.8 |   129M | 167 |3281 |3326 |3183 |2991 |  1 | 295 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  265s|  7200 |  4844 |  1648k| 222.9 |   130M | 167 |3281 |3327 |3192 |3005 |  1 | 297 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  267s|  7300 |  4918 |  1661k| 221.7 |   130M | 167 |3281 |3331 |3197 |3019 |  2 | 301 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  268s|  7400 |  4992 |  1671k| 220.0 |   130M | 167 |3281 |3331 |3199 |3035 |  1 | 301 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  269s|  7500 |  5070 |  1680k| 218.3 |   131M | 167 |3281 |3333 |3204 |3063 |  1 | 303 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  271s|  7600 |  5148 |  1692k| 217.0 |   132M | 167 |3281 |3333 |3197 |3084 |  1 | 303 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  272s|  7700 |  5228 |  1699k| 215.1 |   133M | 167 |3281 |3335 |3200 |3106 |  1 | 305 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  273s|  7800 |  5308 |  1708k| 213.5 |   133M | 167 |3281 |3335 |3204 |3133 |  1 | 305 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  274s|  7900 |  5390 |  1714k| 211.5 |   133M | 167 |3281 |3335 |3207 |3162 |  2 | 305 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  276s|  8000 |  5468 |  1726k| 210.5 |   133M | 167 |3281 |3335 |3207 |3191 |  1 | 305 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  277s|  8100 |  5548 |  1733k| 208.6 |   134M | 171 |3281 |3336 |3203 |3226 |  1 | 307 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  279s|  8200 |  5624 |  1746k| 207.8 |   134M | 177 |3281 |3336 |3200 |3261 |  1 | 307 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  280s|  8300 |  5702 |  1753k| 206.0 |   134M | 177 |3281 |3338 |3198 |3277 |  1 | 309 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  281s|  8400 |  5780 |  1762k| 204.6 |   134M | 177 |3281 |3340 |3201 |3321 |  1 | 311 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  282s|  8500 |  5852 |  1768k| 203.0 |   134M | 181 |3281 |3344 |3195 |3362 |  1 | 315 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  284s|  8600 |  5928 |  1777k| 201.6 |   135M | 181 |3281 |3344 |3212 |3422 |  0 | 315 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  286s|  8700 |  6000 |  1798k| 201.8 |   135M | 181 |3281 |3344 |3225 |3480 |  0 | 315 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  287s|  8800 |  6078 |  1806k| 200.4 |   135M | 181 |3281 |3344 |3229 |3527 |  1 | 315 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  288s|  8900 |  6154 |  1812k| 198.9 |   137M | 185 |3281 |3346 |3213 |3580 |  1 | 317 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  289s|  9000 |  6230 |  1819k| 197.3 |   138M | 185 |3281 |3348 |3219 |3635 |  1 | 319 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  291s|  9100 |  6316 |  1827k| 196.1 |   138M | 185 |3281 |3350 |3224 |3676 |  1 | 321 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  292s|  9200 |  6398 |  1833k| 194.7 |   140M | 221 |3281 |3353 |3218 |3719 |  1 | 324 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  293s|  9300 |  6474 |  1844k| 193.7 |   140M | 221 |3281 |3353 |3252 |3772 |  2 | 324 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  294s|  9400 |  6560 |  1850k| 192.3 |   140M | 271 |3281 |3357 |3230 |3813 |  1 | 331 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  295s|  9500 |  6644 |  1856k| 190.9 |   141M | 271 |3281 |3359 |3260 |3854 |  1 | 333 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  297s|  9600 |  6716 |  1871k| 190.5 |   141M | 271 |3281 |3363 |3245 |3936 |  1 | 337 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  298s|  9700 |  6795 |  1876k| 189.0 |   141M | 271 |3281 |3361 |3227 |3970 |  1 | 340 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  299s|  9800 |  6869 |  1881k| 187.5 |   141M | 271 |3281 |3361 |3246 |3993 |  2 | 340 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  303s|  9900 |  6949 |  1909k| 188.5 |   142M | 277 |3281 |3366 |3239 |4078 |  1 | 346 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  324s| 10000 |  7035 |  1986k| 194.4 |   144M | 277 |3281 |3369 |3222 |4327 |  1 | 349 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  328s| 10100 |  7109 |  2017k| 195.4 |   146M | 277 |3281 |3373 |3218 |4499 |  0 | 353 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  331s| 10200 |  7185 |  2043k| 196.1 |   146M | 277 |3281 |3376 |3235 |4602 |  1 | 356 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  332s| 10300 |  7263 |  2048k| 194.8 |   146M | 277 |3281 |3376 |3253 |4620 |  1 | 356 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  335s| 10400 |  7341 |  2066k| 194.6 |   147M | 281 |3281 |3381 |3179 |4796 |  1 | 361 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  337s| 10500 |  7405 |  2082k| 194.3 |   148M | 281 |3281 |3381 |3209 |4891 |  1 | 361 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  339s| 10600 |  7481 |  2095k| 193.6 |   148M | 281 |3281 |3383 |3220 |4955 |  1 | 363 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  340s| 10700 |  7563 |  2101k| 192.4 |   149M | 281 |3281 |3383 |3247 |4995 |  1 | 363 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  341s| 10800 |  7643 |  2107k| 191.1 |   149M | 281 |3281 |3383 |3239 |5039 |  1 | 363 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  341s| 10900 |  7723 |  2111k| 189.8 |   149M | 281 |3281 |3383 |3220 |5059 |  1 | 363 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  342s| 11000 |  7801 |  2116k| 188.5 |   150M | 281 |3281 |3383 |3256 |5105 |  1 | 363 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  344s| 11100 |  7879 |  2123k| 187.5 |   151M | 281 |3281 |3385 |3249 |5167 |  1 | 365 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  345s| 11200 |  7957 |  2131k| 186.4 |   152M | 281 |3281 |3385 |3260 |5180 |  1 | 365 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  346s| 11300 |  8029 |  2144k| 186.0 |   152M | 281 |3281 |3382 |3248 |5264 |  1 | 366 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  348s| 11400 |  8109 |  2153k| 185.1 |   152M | 281 |3281 |3382 |3269 |5288 |  1 | 366 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  349s| 11500 |  8189 |  2159k| 184.0 |   152M | 281 |3281 |3384 |3250 |5340 |  2 | 368 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  350s| 11600 |  8265 |  2167k| 183.1 |   152M | 281 |3281 |3386 |3232 |5374 |  0 | 370 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  351s| 11700 |  8343 |  2171k| 181.9 |   153M | 281 |3281 |3388 |3260 |5409 |  1 | 372 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  352s| 11800 |  8421 |  2177k| 180.9 |   153M | 281 |3281 |3390 |3264 |5475 |  2 | 374 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  353s| 11900 |  8491 |  2191k| 180.5 |   153M | 281 |3281 |3392 |3244 |5524 |  1 | 376 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  354s| 12000 |  8571 |  2197k| 179.5 |   155M | 281 |3281 |3392 |3263 |5551 |  1 | 376 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  357s| 12100 |  8643 |  2214k| 179.4 |   155M | 281 |3281 |3390 |3254 |5603 |  1 | 378 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  361s| 12200 |  8723 |  2234k| 179.7 |   155M | 281 |3281 |3391 |3181 |5659 |  1 | 379 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  362s| 12300 |  8793 |  2242k| 178.8 |   155M | 281 |3281 |3391 |3247 |5709 |  1 | 379 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  365s| 12400 |  8869 |  2256k| 178.5 |   156M | 281 |3281 |3390 |3226 |5738 |  1 | 380 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  366s| 12500 |  8957 |  2263k| 177.6 |   156M | 281 |3281 |3390 |3256 |5781 |  1 | 380 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  369s| 12600 |  9033 |  2278k| 177.4 |   157M | 281 |3281 |3389 |3259 |5850 |  1 | 380 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  372s| 12700 |  9115 |  2295k| 177.3 |   157M | 281 |3281 |3389 |3229 |5891 |  1 | 380 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  373s| 12800 |  9195 |  2301k| 176.4 |   157M | 281 |3281 |3393 |3247 |5914 |  1 | 384 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  374s| 12900 |  9269 |  2307k| 175.6 |   158M | 281 |3281 |3393 |3242 |5951 |  0 | 384 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  375s| 13000 |  9353 |  2313k| 174.7 |   158M | 281 |3281 |3393 |3259 |5971 |  1 | 384 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  377s| 13100 |  9423 |  2325k| 174.3 |   158M | 281 |3281 |3394 |3258 |6066 |  1 | 385 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  378s| 13200 |  9495 |  2333k| 173.5 |   158M | 281 |3281 |3400 |3223 |6092 |  1 | 392 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  380s| 13300 |  9553 |  2344k| 173.1 |   158M | 281 |3281 |3400 |3253 |6172 |  1 | 392 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  380s| 13400 |  9629 |  2348k| 172.0 |   158M | 281 |3281 |3400 |3268 |6187 |  1 | 392 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  395s| 13500 |  9705 |  2374k| 172.7 |   158M | 293 |3281 |3400 |3262 |6281 |  2 | 392 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  396s| 13600 |  9789 |  2378k| 171.8 |   159M | 293 |3281 |3400 |3283 |6305 |  1 | 392 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  399s| 13700 |  9861 |  2395k| 171.7 |   159M | 293 |3281 |3402 |3254 |6370 |  1 | 394 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  400s| 13800 |  9939 |  2401k| 170.9 |   159M | 293 |3281 |3402 |3275 |6395 |  2 | 394 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  401s| 13900 | 10007 |  2408k| 170.2 |   159M | 293 |3281 |3407 |3250 |6444 |  0 | 401 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  403s| 14000 | 10081 |  2422k| 170.0 |   160M | 293 |3281 |3409 |3262 |6582 |  1 | 404 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  404s| 14100 | 10159 |  2425k| 169.0 |   160M | 293 |3281 |3409 |3269 |6591 |  1 | 404 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  405s| 14200 | 10239 |  2432k| 168.3 |   160M | 293 |3281 |3411 |3264 |6633 |  1 | 407 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  408s| 14300 | 10307 |  2448k| 168.2 |   160M | 293 |3281 |3410 |3262 |6693 |  1 | 408 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  409s| 14400 | 10387 |  2454k| 167.4 |   160M | 293 |3281 |3410 |3280 |6718 |  1 | 408 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  410s| 14500 | 10457 |  2463k| 166.9 |   160M | 293 |3281 |3410 |3246 |6770 |  1 | 408 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  412s| 14600 | 10531 |  2475k| 166.6 |   161M | 293 |3281 |3410 |3223 |6901 |  1 | 410 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  414s| 14700 | 10591 |  2492k| 166.7 |   161M | 293 |3281 |3411 |3238 |7017 |  0 | 411 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  415s| 14800 | 10673 |  2497k| 165.8 |   161M | 293 |3281 |3411 |3251 |7035 |  1 | 411 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  417s| 14900 | 10743 |  2512k| 165.7 |   162M | 293 |3281 |3412 |3244 |7122 |  2 | 413 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  419s| 15000 | 10811 |  2523k| 165.4 |   162M | 293 |3281 |3413 |3239 |7178 |  1 | 415 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  420s| 15100 | 10885 |  2532k| 164.9 |   162M | 293 |3281 |3415 |3270 |7237 |  1 | 419 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  422s| 15200 | 10967 |  2542k| 164.4 |   162M | 293 |3281 |3417 |3219 |7273 |  1 | 422 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  423s| 15300 | 11031 |  2553k| 164.0 |   162M | 293 |3281 |3421 |3242 |7398 |  0 | 428 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  429s| 15400 | 11099 |  2587k| 165.2 |   162M | 293 |3281 |3421 |3231 |7491 |  1 | 428 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  431s| 15500 | 11169 |  2603k| 165.2 |   162M | 293 |3281 |3422 |3225 |7572 |  1 | 430 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  433s| 15600 | 11241 |  2617k| 165.0 |   163M | 293 |3281 |3423 |3236 |7655 |  1 | 432 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  435s| 15700 | 11309 |  2628k| 164.7 |   163M | 293 |3281 |3422 |3166 |7714 |  1 | 439 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  436s| 15800 | 11379 |  2643k| 164.6 |   163M | 293 |3281 |3421 |3168 |7775 |  1 | 439 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  439s| 15900 | 11445 |  2658k| 164.5 |   163M | 293 |3281 |3423 |3248 |7845 |  0 | 441 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  463s| 16000 | 11519 |  2730k| 168.0 |   163M | 293 |3281 |3427 |3225 |7933 |  1 | 448 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  469s| 16100 | 11583 |  2777k| 169.9 |   165M | 293 |3281 |3432 |3228 |8051 |  0 | 455 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
  471s| 16200 | 11631 |  2792k| 169.7 |   165M | 293 |3281 |3432 |3232 |8076 |  1 | 455 |  72 | 1.031922e+00 | 0.000000e+00 |    Inf |  32.73%
